amfi_code,scheme_name,fund_house,scheme_type,scheme_category,category,isin_growth
148666,Nippon India Multi - Asset Omni FoF - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF204KB16Y4
148457,Nippon India Multi Asset Allocation Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF204KB19V4
118650,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF204K01XF9
148721,Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KB12Z0
152842,Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1DA8
153474,Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1EQ2
152881,Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1DG5
153470,Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1EW0
150012,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1527
150754,Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1683
150487,Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1584
153064,Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1EE8
152389,Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1BY2
150920,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1AC0
151440,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1AO5
150906,Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1881
152392,Nippon India Nifty IT Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1CE2
153806,Nippon India Nifty India Manufacturing Index Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1GL8
148726,Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KB18Z7
146513,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF204KB1X25
153060,Nippon India Nifty Realty Index Fund-Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1DY8
150824,Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1741
151390,Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KC1AI7
148519,Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF204KB15W0
143704,Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Long Duration,INF204KB1YQ1
145810,Nippon India Overnight Fund - Direct Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF204KB1R31
118759,Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF204K01I50
118763,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF204K01I92
118769,Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF204K01J34
133569,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF204KA1C30
133568,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF204KA1B72
118796,Nippon India Short Duration Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF204K01B32
149760,Nippon India Silver ETF FOF- Direct Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF204KC1378
118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF204K01K15
149329,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF204KC1303
134923,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF204KA15G5
143494,Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF204K01YH3
118784,Nippon India Value Fund - Direct Plan Growth Plan,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF204K01K49
118678,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF204K01F20
153979,Old Bridge Arbitrage Fund Direct Growth,Old Bridge Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF0S5R01125
154225,Old Bridge Flexi Cap Fund Direct Growth,Old Bridge Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF0S5R01133
152358,Old Bridge Focused Fund - Direct Growth,Old Bridge Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF0S5R01042
138386,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF663L01GX2
138875,PGIM India Arbitrage Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF223J013N7
148658,PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF663L01V49
151407,"PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option",PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF663L01X21
138330,PGIM India Corporate Bond Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF223J01OO2
120084,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF663L01AD7
135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF663L01FN5
138456,PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF223J01NL0
138376,PGIM India Equity Savings Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF223J01QD0
133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF663L01FF1
138472,PGIM India Gilt Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF223J01ND7
138528,PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF223J01NF2
149298,PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF663L01W63
153039,PGIM India Healthcare Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF663L01Z45
138312,PGIM India Large Cap Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF663L01GR4
152382,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF663L01Y12
138299,PGIM India Liquid Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF223J01NS5
125307,PGIM India Midcap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF663L01DV3
148161,PGIM India Money Market Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF663L01T84
153987,PGIM India Multi Asset Allocation Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF663L010A3
152815,PGIM India Multi Cap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF663L01Z03
147606,PGIM India Overnight Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF663L01T01
152537,PGIM India Retirement Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF663L01Y61
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,PGIM India Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF663L01W06
138358,PGIM India Ultra Short Duration Fund - Direct Plan - Growth,PGIM India Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF223J01QO7
152109,Parag Parikh Arbitrage Fund - Direct Plan Growth,PPFAS Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF879O01225
148958,Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth,PPFAS Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF879O01175
152468,Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,PPFAS Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF879O01266
147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,PPFAS Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF879O01100
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,PPFAS Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF879O01027
154155,Parag Parikh Large Cap Fund - Direct Plan - Growth,PPFAS Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF879O01332
143269,Parag Parikh Liquid Fund- Direct Plan- Growth,PPFAS Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF879O01068
147372,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF082J01382
152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF082J01432
149335,Quant Value Fund - Growth Option  - Direct Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF966L01AN3
112039,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF082J01093
134494,Quantum Dynamic Term Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF082J01176
111549,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF082J01069
153094,Quantum Ethical Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF082J01473
115132,Quantum Gold ETF FOF - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF082J01150
103734,Quantum Liquid Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF082J01127
117608,Quantum Multi Asset Active FOF - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF082J01168
152474,Quantum Multi Asset Allocation Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF082J01457
150390,Quantum Nifty 50 ETF FOF - Direct Plan - Growth,Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF082J01416
103490,Quantum Value Fund - Direct Plan Growth Option,Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF082J01036
119821,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF200K01SZ5
152657,SBI Automotive Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KB1183
133859,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KA1507
125503,SBI BANKING & PSU FUND - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF200K01V08
153432,SBI BSE PSU BANK INDEX FUND- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1688
151769,SBI BSE Sensex Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA16Y4
149134,SBI Balanced Advantage Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF200KA1Y73
119705,SBI COMMA Fund - DIRECT PLAN - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01SB6
120137,SBI CONSTANT MATURITY 10 YEAR GILT FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,Gilt,INF200K01SK7
120575,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01RM5
119835,SBI CONTRA FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Contra Fund,Contra,INF200K01RA0
149474,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA13D5
119798,SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,Credit Risk,INF200K01SV4
154331,SBI CRISIL - IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1AO0
154334,SBI CRISIL - IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1AU7
150706,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA18Q6
150711,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA14R3
154370,SBI CRISIL-IBX 10:90 GILT + SDL INDEX DEC 2029 INDEX FUND - DIRECT - GROWTH,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1BI0
148490,SBI Children's Fund - Investment Plan - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Children,INF200KA1R07
119719,SBI Children's Fund - Savings Plan - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Children,INF200K01QR6
119839,SBI Conservative Hybrid Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF200K01TS8
146215,SBI Corporate Bond Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF200KA1YR4
154467,SBI Crisil - IBX SDL Index - June 2034 Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Index Funds - Debt Funds,Debt,INF200KB1BO8
153832,SBI Dynamic Asset Allocation Active FoF - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF200KB1AA9
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,INF200K01RD4
119723,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF200K01UM9
119609,SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF200K01RY0
119709,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01SE0
152417,SBI Energy Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KB1126
146643,SBI Equity Minimum Variance Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KA1A71
134643,SBI Equity Savings Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF200KA1DF3
119727,SBI FOCUSED FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF200K01RJ1
119718,SBI Flexicap Fund - DIRECT PLAN - Growth Option,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF200K01UG1
148550,SBI Floating Rate Debt Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Floating Rate,INF200KA1R64
119707,SBI GILT FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF200K01SH3
119788,SBI GOLD FUND- DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF200K01RP8
119783,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01UP2
119700,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01RS2
153498,SBI Income Plus Arbitrage Active FOF- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF200KB1753
152776,SBI Innovative Opportunities Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KB1324
119721,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF200K01UJ5
119812,SBI LOW DURATION FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF200K01VM7
119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF200K01QX4
119800,SBI Liquid Fund - DIRECT PLAN -Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF200K01UT4
151214,SBI Long Duration Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Long Duration Fund,Long Duration,INF200KA16T4
119824,SBI MEDIUM DURATION FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF200K01VB0
119716,SBI MIDCAP FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF200K01TP4
119711,SBI MNC FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01SN1
119843,SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF200K01TZ3
119714,SBI Medium to Long Duration Fund-DIRECT PLAN -Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,INF200K01SR2
149882,SBI Multicap Fund- Direct Plan- Growth option,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF200KA18E2
154372,SBI NIFTY G-SEC JUL 2031 INDEX FUND - DIRECT - GROWTH,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1BC3
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200K01TE8
152908,SBI Nifty 500 Index Fund- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1381
153250,SBI Nifty Bank Index Fund-Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1563
153320,SBI Nifty IT Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1621
153015,SBI Nifty India Consumption Index Fund- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1449
150673,SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA10P5
154526,SBI Nifty Midcap 150 Momentum 50 ETF FOF - Direct - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF200KB1BU5
148945,SBI Nifty Next 50 Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA1W00
150677,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA16P2
153718,SBI Nifty100 Low Volatility 30 Index Fund- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1936
153662,SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1878
153555,SBI Nifty200 Quality 30 Index Fund-Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1811
152370,SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KB1027
119833,SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF200K01TK5
119732,SBI PSU Fund - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01UY4
154177,SBI Quality Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KB1AG6
153154,SBI Quant Fund- Direct Plan- Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200KB1506
148685,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF200KA1S97
