amfi_code,scheme_name,fund_house,scheme_type,scheme_category,category,isin_growth
148683,SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF200KA1S55
148690,SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF200KA1T70
148688,SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,Retirement,INF200KA1T39
119816,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF200K01VE4
152735,SBI Silver ETF Fund of Fund- Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF200KB1233
125497,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF200K01T51
120578,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF200K01RV6
119828,SBI ULTRA SHORT DURATION FUND - DIRECT PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF200K01TF5
148760,SBI US Specific Equity Active FoF - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF200KA1U28
150681,SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth,SBI Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF200KA12Q9
151753,Samco Active Momentum Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF0K1H01081
153090,Samco Arbitrage Fund - Direct Plan - Growth,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF0K1H01214
152188,Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF0K1H01131
150838,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF0K1H01065
149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF0K1H01024
153534,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF0K1H01271
153239,Samco Large Cap Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF0K1H01255
153092,Samco Multi Asset Allocation Fund - Direct Plan - Growth,Samco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF0K1H01230
152847,Samco Multi Cap Fund - Direct Plan - Growth,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF0K1H01198
150631,Samco Overnight Fund - Direct Plan - Growth Option,Samco Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF0K1H01040
152586,Samco Special Opportunities Fund - Direct Plan - Growth,Samco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF0K1H01180
125711,Shriram Aggressive Hybrid Fund- Direct Growth,Shriram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF680P01042
147406,Shriram Balanced Advantage Fund - Direct Growth,Shriram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF680P01208
145819,Shriram ELSS Tax Saver Fund - Direct Growth,Shriram Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF680P01158
144905,Shriram Flexi Cap Fund - Direct Growth,Shriram Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF680P01109
153035,Shriram Liquid Fund - Direct Plan Growth Option,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF680P01430
154144,Shriram Money Market Fund - Direct Plan Growth Option,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF680P01471
152051,Shriram Multi Asset Allocation Fund - Direct Growth,Shriram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF680P01406
153076,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,Shriram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF680P01455
154394,Shriram Overnight Fund- Direct Growth,Shriram Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF680P01497
149601,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF173K01FE6
149550,Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF173K01NF7
149717,Sundaram Balanced Advantage Fund ( Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF173K01FI7
134363,Sundaram Banking & PSU Debt Fund - Direct Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Banking & PSU,INF903J01PA5
152677,Sundaram Business Cycle Fund Direct Plan Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF903JA1LQ6
119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,Conservative Hybrid,INF903J01OP6
119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF903J01NH5
119621,Sundaram Corporate Bond Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF903J01NR4
149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF173K01HZ7
149679,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF173K01GZ9
119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF903J01NB8
150571,Sundaram Flexicap Fund Direct Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF903JA1LE2
149533,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF173K01EK6
119602,Sundaram Global Brand Theme-Equity Active FOF - Direct Growth,Sundaram Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,Fund of Funds,INF903J01OB6
154123,Sundaram Income Plus Arbitrage Active FoF Fund-Direct-Growth,Sundaram Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF903JA1LZ7
129212,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF903J01F92
148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF903JA1JC0
119566,Sundaram Large and Midcap Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF903J01PR9
149664,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF173K01GU0
149526,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,Low Duration,INF173K01FS6
119675,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,INF903J01PO6
119581,Sundaram Mid Cap Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF903J01MJ3
145050,Sundaram Money Market Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF903JA1FR6
152314,Sundaram Multi Asset Allocation Fund Direct Plan Growth,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF903JA1LK9
149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF173K01FQ0
153669,Sundaram Multi-Factor Fund - Direct - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF903JA1LV6
149483,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF173K01EZ4
146963,Sundaram Overnight Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF903JA1HG5
144835,Sundaram Services Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF903JA1FA2
149587,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Direct Plan - Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF173K01GP0
119589,Sundaram Small Cap Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF903J01NK9
149539,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,Ultra Short Duration,INF173K01HI3
119549,Sundaram Value Fund Direct Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,Value,INF903J01NN3
150692,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1554
153891,THE WEALTH COMPANY ARBITRAGE FUND DIRECT GROWTH,The Wealth Company Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF2F0001271
153895,THE WEALTH COMPANY ETHICAL FUND DIRECT GROWTH,The Wealth Company Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF2F0001214
153872,THE WEALTH COMPANY FLEXI CAP FUND - DIRECT GROWTH,The Wealth Company Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF2F0001040
154131,THE WEALTH COMPANY GOLD ETF FOF DIRECT GROWTH,The Wealth Company Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF2F0001412
153883,THE WEALTH COMPANY LIQUID FUND DIRECT GROWTH,The Wealth Company Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF2F0001081
149797,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Overnight Fund,Overnight,INF0GCD01453
153804,TRUSTMF ARBITRAGE FUND -DIRECT PLAN-GROWTH,Trust Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF0GCD01859
151320,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF0GCD01560
152584,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,Trust Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF0GCD01743
154433,TRUSTMF LARGE & MIDCAP FUND - DIRECT PLAN - GROWTH,Trust Mutual Fund,Open Ended Schemes,Equity Schemes - Large & Mid Cap Fund,Mid Cap,INF0GCD01891
148841,TRUSTMF Liquid Fund-Direct Plan-Growth,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF0GCD01255
154210,TRUSTMF MID CAP FUND -DIRECT -GROWTH,Trust Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF0GCD01875
150513,TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF0GCD01503
153644,TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH,Trust Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF0GCD01834
152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,Trust Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,Small Cap,INF0GCD01800
149076,TRUSTMF Short Duration Fund-Direct Plan-Growth,Trust Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,Short Duration,INF0GCD01370
119053,Tata Aggressive Hybrid Fund -Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,Aggressive Hybrid,INF277K01MN2
145724,Tata Arbitrage Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,Arbitrage,INF277K017Q3
154066,Tata BSE Multicap Consumption 50:30:20 Index Fund - Direct Plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1EP8
153420,Tata BSE Quality Index Fund Direct plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1DK1
153132,Tata BSE Select Business Groups Index Fund - Direct Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1DA2
146010,Tata Balanced Advantage Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Balanced Advantage,INF277K013S8
135793,Tata Banking And Financial Services Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277K01Z10
149071,Tata Business Cycle Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277KA1166
119312,Tata Childrens Fund-Direct Plan-Growth Option,Tata Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Children’s Fund,Children,INF277K01QW4
149361,Tata Corporate Bond Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Corporate Bond,INF277KA1224
135800,Tata Digital India Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277K01Z77
119097,Tata Dynamic Bond Fund- Direct Plan-Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,Dynamic Bond,
132756,Tata ELSS Fund-Growth-Direct Plan,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,ELSS,INF277K01I86
119960,Tata Equity Savings Fund- Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,Equity Savings,INF277K01QH5
119172,Tata Ethical Fund -Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277K01NG4
144546,Tata Flexi Cap Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Flexi Cap Fund,Flexi Cap,INF277K015K0
149007,Tata Floating Rate Fund -Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,Floating Rate,INF277KA1026
147757,Tata Focused Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,Focused,INF277K017X9
119953,Tata Gilt Securities Fund- Direct Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,Gilt,INF277K01OX7
152287,Tata Gold ETF Fund of Fund Direct Plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF277KA1869
150532,Tata Housing Opportunities Fund - Direct Plan - Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277KA1497
119876,Tata Income Fund - Direct Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,Long Duration,
153513,Tata Income Plus Arbitrage Active FOF - Direct Plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF277KA1DT2
135805,Tata India Consumer Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277K013A6
153055,Tata India Innovation Fund- Direct Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277KA1CU2
135810,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277K019A3
119243,Tata Infrastructure Fund -Direct Plan -Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,Sectoral,INF277K01PQ8
119202,Tata Large & MId Cap Fund -Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,Mid Cap,INF277K01MK8
119160,Tata Large Cap Fund -Direct Plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,Large Cap,INF277K01QZ7
119861,Tata Liquid Fund- Direct Plan-Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,Liquid,INF277K01YE6
119127,Tata Medium Term Fund- Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,Medium Duration,
119178,Tata Mid Cap Fund - Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,Mid Cap,INF277K01PY2
119424,Tata Money Market Fund- Direct Plan- Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,Money Market,INF277K01PR6
148053,Tata Multi Asset Allocation Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,Multi Asset,INF277K019Y3
154409,Tata Multi Sector Passive FOF Direct Plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Schemes - Value Fund,Value,INF277KA1EV6
151232,Tata Multicap Fund - Direct Plan - Growth,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,Multi Cap,INF277KA1679
152557,Tata Nifty Auto Index Fund - Direct Plan - Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1AU6
152951,Tata Nifty Capital Markets Index Fund - Direct Plan Growth Option,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1CO5
152577,Tata Nifty Financial Services Index Fund - Direct Plan - Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1BA6
151301,Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1794
151273,Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1737
150344,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,Fund of Funds,INF277KA1430
152742,Tata Nifty India Tourism Index Fund - Direct - Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1CC0
152564,Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1BG3
153581,Tata Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,Index,INF277KA1DZ9
